code,name,prereqs
ARCH 0520,Roman Archaeology and Art,
ARCH 0529,"Swords, Sandals, and Saunas: The Roman Army in War and Peace",
ARCH 0537,Making and Unmaking the World: Ancient Empires and Their Aftermath,
ARCH 1152,Bandits and Barbarians: Exploring Subaltern Resilience and State Power (ANTH 1145),ANTH\xa01145
ARCH 1170,Community Archaeology in Providence and Beyond,
ARCH 1211,The Body in Medieval Art (HIAA 1440E),HIAA\xa01440
ARCH 1305,Myth and Narrative in Greek Art,
ARCH 1439,Jerusalem Divided: Politics and Cultural Heritage (URBN 1870K),URBN\xa01870
ARCH 1538,"Heritage Under Fire: From Conflict to Understanding, Memory, and Reconciliation",
ARCH 1635,The Great Heresy: Egypt in the Amarna Period,
ARCH 1703A,Water and Architecture (HIAA 1101C),HIAA\xa01101
ARCH 1765,"Pandemics, Pathogens, and Plagues in the Greek and Roman Worlds",
ARCH 1771,Archaeology of Death (ANTH 1623),ANTH\xa01623
ARCH 1772,The Human Skeleton (ANTH 1720),ANTH\xa01720
ARCH 1781,Violence: A Brief History (HIST 1700),HIST\xa01700
ARCH 1797,"A Migration Crisis? Displacement, Materiality, and Experience (MGRK 1210)",MGRK\xa01210
ARCH 1830,Fake! History of the Inauthentic,
ARCH 1877,The Pictured Text (ANTH 1830),ANTH\xa01830
ARCH 2158,Decolonial Matters: Thinking from the South (HMAN 2401M),HMAN\xa02401
ARCH 2555,Museum Interpretation Practices (PHUM 2014),PHUM\xa02014
ARCH 2558,Methods in Public Humanities (PHUM 2020),PHUM\xa02020
ARCH 2670,Between the Sahara and the Sea: North Africa in the Ancient World,
ARCH 2858,Archaeology in the Digital Age (ANTH 2202),ANTH\xa02202
ARCH 0100,Field Archaeology in the Ancient World,
ARCH 0154,Black Pharaohs: Nubian Kings and Queens of Ancient Egypt (EGYT 0550),EGYT\xa00550
ARCH 0203,Who Owns the Past? (ANTH 0066D),ANTH\xa00066
ARCH 0230,"Myriad Mediterraneans: Archaeology, Representation and Decolonization",
ARCH 0330,Archaeology Under the Volcano,
ARCH 0420,Archaeologies of the Greek Past,
ARCH 0683,From Fire Wielders to Empire Builders:Human Impact on the Global Environment before 1492(HIST 0270A),HIST\xa00270
ARCH 0717,Architecture of the House Through Space and Time (HIAA 0081),HIAA\xa00081
ARCH 1051,Archaeology of Settler Colonialism (ARCH 1622),ANTH\xa01622
ARCH 1108,Politics and Spectacle in the Arts of Ancient Rome (HIAA 1307),HIAA\xa01307
ARCH 1128,The Long Fall of the Roman Empire (HIST 1205),HIST\xa01205
ARCH 1130,A Burglar's Guide to Rome,
ARCH 1162,Anthropology in/of the Museum (ANTH 1901),ANTH\xa01901
ARCH 1234,Lost Languages: The Decipherment and Study of Ancient Writing Systems (ANTH 1820),ANTH\xa01820
ARCH 1238,Classic Mayan Civilization (ANTH 1031),ANTH\xa01031
ARCH 1544,Heritage in the Metropolis: Remembering and Preserving the Urban Past (URBN 1280),URBN\xa01280
ARCH 1621,History of Egypt I (EGYT 1430),EGYT\xa01430
ARCH 1670,"The Beginning of the End? Neolithic ""Revolutions"" and the Shaping of the Modern World",
ARCH 1870,Environmental Archaeology,
ARCH 1900,The Archaeology of College Hill,
ARCH 2114,Archaeologies of Text (ASYR 2800),ASYR\xa02800
ARCH 2179,"Frameworks of Antiquity: Disciplines, Discourses, Politics (HMAN 2401G)",HMAN\xa02401
ARCH 2265,Nature and Society in the Ancient World,
ARCH 2414,Race and Architecture (HIAA 2880),HIAA\xa02880
ARCH 2553,Introduction to Public Humanities (PHUM 2010),PHUM\xa02010
ARCH 2559,Finding the Viewer: The Reception of Ancient Art and Architecture (HIAA 2301),HIAA\xa02301
ARCH 0150,Introduction to Egyptian Archaeology and Art,
ARCH 0353,Thunder-godsDragon-slayers: Mythology + Cultural Contact - Ancient MediterraneanNear East(ASYR 0310),ASYR\xa00310
ARCH 0424,Greek Mythology (CLAS 0900),CLAS\xa00900
ARCH 0428,War and Society: A Legacy of Ancient Greece? (CLAS 0650),CLAS\xa00650
ARCH 0679,The Ocean in Global History (HIST 0150J),HIST\xa00150
ARCH 1168,"Decolonization, History, Art, Museums and Curation (AFRI 1045)",AFRI\xa01045
ARCH 1887,Illustrating Knowledge (HIAA 1101A),HIAA\xa01101
ARCH 1892,"Books, Material and Digital (AMST 1906L)",AMST\xa01906
ARCH 0201,Sport in the Ancient Greek World (CLAS 0210O),CLAS\xa00210
ARCH 0372,Meeting with Mesopotamia,
ARCH 0528,Living on the Edge: The Archaeology of Frontier Communities in the Roman Empire,
ARCH 0643,The Architecture of Islam (HIAA 0041),HIAA\xa00041
ARCH 0676,"Pirates of the Caribbean: Scalawags, Sailors, and Slaves",
ARCH 0763,The Private Life of the Privy: A Secret History of Toilets,
ARCH 1025,Greece-Egypt-Anatolia-Mesopotamia: Transcultural Interactions in the Ancient World,
ARCH 1054,"Indians, Colonists, and Africans in New England (ANTH 1624)",ANTH\xa01624
ARCH 1233,Ancient Maya Writing (ANTH 1650),ANTH\xa01650
ARCH 1235,Vertical Civilization: South American Archaeology from Monte Verde to the Inkas (ANTH 1505),ANTH\xa01505
ARCH 1574,"Merchants, Trade, and Commerce in the Roman World (CLAS 1441)",
ARCH 1708,"Sacred Sites: Law, Politics, Religion (RELS 1610)",RELS\xa01610
ARCH 1712,Ruins: Cross-cultural Understandings of the Material Traces of the Past,
ARCH 1769,"Unearthing the Body: History, Archaeology, and Biology at the End of Antiquity (HIST 1835A)",HIST\xa01835
ARCH 1793,Slavery in the Ancient World (CLAS 1120E),CLAS\xa01120
ARCH 1822,Anthropology of Place (ANTH 1910B),ANTH\xa01910
ARCH 1875,Sustainability - Past and Present,
ARCH 1881,An Introduction to GIS and Spatial Analysis for Anthropologists and Archaeologists (ANTH 1201),ANTH\xa01201
ARCH 2176,The World of Late Antiquity (CLAS 2100G),CLAS\xa02100
ARCH 2228,Prosperity in Antiquity,
ARCH 2240,Key Issues in Mediterranean Prehistory,
ARCH 0033,Past Forward: Discovering Anthropological Archaeology (ANTH 0500),ANTH\xa00500
ARCH 0524,Art and Architecture of the Roman Empire (HIAA 0032),HIAA\xa00032
ARCH 0526,Behind Closed Doors? Domestic Life in the Roman World,
ARCH 1237,Pre-Columbian Art and Architecture: A World That Matters (ANTH 1030),ANTH\xa01030
ARCH 1283,Society and Population in Ancient Greece (CLAS 1130),CLAS\xa01130
ARCH 1486,The Bureaucracy of Hell: Envisioning Death in East Asian Art (HIAA 1213),
ARCH 1774,Microarchaeology,
ARCH 1874,The Anthropocene: The Past and Present of Environmental Change (ENVS 1910),ENVS\xa01910
ARCH 2006,Principles of Archaeology (ANTH 2501),ANTH\xa02501
ARCH 2177,Reframing Medieval Art (HIAA 2440F),
ARCH 2245,Rural Landscapes and Peasant Communities in the Mediterranean,
ARCH 2557,Critical Approaches to Architectural Preservation and Cultural Heritage (AMST 2685),AMST\xa02685
ARCH 2710,The Archaeology of Nubia and Egypt,
ARCH 0153,The Pyramids in Context: Archaeology of Life and Religion of Death in Old Kingdom Egypt (EGYT 0500),EGYT\xa00500
ARCH 0250,"Intimate Stories, Imagined Landscapes",
ARCH 0317,Heritage in the Metropolis: Remembering and Preserving the Urban Past,
ARCH 0680,"Water, Culture and Power",
ARCH 1143,Experiencing the Roman Empire: Life in the Roman Provinces (CLAS 1120P),
ARCH 1214,The Viking Age (HIST 1210A),HIST\xa01210
ARCH 1425,"Archaeology, Materiality, and National Imagination in Israel and Greece: A Comparative Approach",
ARCH 1487,Environmental History of East Asia (HIST 1820B),HIST\xa01820
ARCH 1627,Daily Life In Ancient Egypt (EGYT 1465),EGYT\xa01465
ARCH 1773,Bioarchaeology and Forensic Anthropology (ANTH 1750),
ARCH 1778,"Animal, Vegetable, Mineral: Environmental Histories of Non-Human Actors (HIST 1976C)",HIST\xa01976
ARCH 1796,Patterns of Migrations / People and Objects (COLT 1440W),
ARCH 1867,Pastoralism and Power: Lush Lives of Arid Landscapes,
ARCH 2041,Mesoamerican Archaeology and Ethnohistory (ANTH 2520),ANTH\xa02520
ARCH 2101,Material Matters (ANTH 2515),
ARCH 2105,Ceramic Analysis for Archaeology,
ARCH 2184,Material Culture and the Bodily Senses: Past and Present,
ARCH 2552,Museums in Their Communities (AMST 2220D),AMST\xa02220
ARCH 2740,Social Life in Ancient Egypt,
ARCH 0303,tiny: Miniature Might and Meaning,
ARCH 0351,Introduction to the Ancient Near East (ASYR 0800),ASYR\xa00800
ARCH 0407,Hadrian's Wall: Soldiers and Civilians on Rome's Northern Frontier,
ARCH 0446,War and Peace in the Hebrew Bible and its Environment (JUDS 0670),JUDS\xa00670
ARCH 0530,Hannibal ad Portas! Fact and Fiction on Carthage and the Punic World,
ARCH 0770,Archaeology of Eating and Drinking,
ARCH 0801,Alexander the Great and the Alexander Tradition (CLAS 0810A),CLAS\xa00810
ARCH 1056,Indigenous Archaeologies (ANTH 1125),ANTH\xa01125
ARCH 1167,Museum Histories (AMST 1903I),AMST\xa01903
ARCH 1282,"Mediterranean Culture Wars: Archaic Greek History, c. 1200 to 479 BC (CLAS 1210)",CLAS\xa01210
ARCH 1448,"Digging for the Bible: Science, Religion, and Politics (JUDS 1974)",JUDS\xa01974
ARCH 1543,"Decolonizing Classical Antiquity:White Nationalism,Colonialism, Ancient Material Heritage(MGRK 1220)",MGRK\xa01220
ARCH 1852,Material Culture Practicum (ANTH 1621),ANTH\xa01621
ARCH 1873,Imperialism and Environmental Change (HIST 1976I),HIST\xa01976
ARCH 1879,A World in Color: Seeing and Experiencing Colors in Ancient Times,
ARCH 1882,Introduction to Geographic Information Systems for Environmental Applications (GEOL 1320),
ARCH 1884,Remote Sensing of Earth and Planetary Surfaces (GEOL 1710),
ARCH 1890,Lost Languages,
ARCH 2112,Roman Epigraphy (LATN 2120A),LATN\xa02120
ARCH 2250,Island Archaeology in the Mediterranean,
ARCH 2412,"Space, Power, and Politics (ANTH 2590)",ANTH\xa02590
ARCH 2413,Decolonizing Space and Visual Cultures (HIAA 2285),
ARCH 2554,Decolonizing Publ Hman:Intersectional Approaches to Curatorial Work + Community Organizing(AMST2694),AMST\xa02694
ARCH 0161,Arts of Asia (HIAA 0021),
ARCH 0760,Palaces: Built to Impress,
ARCH 1125,Building an Empire: The Sacred and Civic Architecture of Ancient Rome,
ARCH 1153,"Cities by the Sea: An Economic, Structural, and Social Examination of Mediterranean Ports",
ARCH 1475,"Petra: Ancient Wonder, Modern Challenge",
ARCH 1494,"Southeast Asia’s Entangled Pasts: Excavated, Curated, and Contested",
ARCH 1536,Archeological Ethnographies: Heritage and Community in the Mediterranean (ANTH 1126),ANTH\xa01126
ARCH 1775,Animals in Archaeology,
ARCH 1876,"How to Do Things w/ Maps:Cartography, Power, Political Imagination,from Gilgamesh-Google(HMAN 1973V)",
ARCH 2151,Slow Archaeology: Thinking Things through in Archaeological Theory and Philosophy,
ARCH 2156,Other Pasts: Alternative Ontologies in the Study of What Was,
ARCH 2406,The Body in Medieval Art and Architecture (HIAA 2440E),
ARCH 2501A,Problems in Archaeology: Archaeology of Colonialism (ANTH 2500A),ANTH\xa02500
ARCH 0270,Troy Rocks! Archaeology of an Epic,
ARCH 0295,Crafts and Production in the Ancient World: Making Material Culture,
ARCH 0682,Powering the Past: Environmental Histories of Energy Use and Social Change (ENVS 0710),ENVS\xa00710
ARCH 0730,The Secrets of Ancient Bones: Discovering Ancient DNA,
ARCH 0785,Of Dice and Men: Games in Human Societies Past and Present,
ARCH 1178,"Archaeology and Social Justice: Un-disciplining the Past, Changing the Present",
ARCH 1492,The Priest-Kings and Village Life of Ancient Pakistan and India,
ARCH 1500,Classical Art from Ruins to RISD: Ancient Objects/Modern Issues,
ARCH 1622,"Art, Secrecy, and Invisibility in Ancient Egypt (HMAN 1973M)",
ARCH 1707,Seven Wonders of the Ancient World (CLAS 1120Q),CLAS\xa01120
ARCH 1837,The Origins of Things: Cross-Cultural Perspectives on Early Human Worlds,
ARCH 1871,Geoaesthetics and the Environmental Humanities (HMAN 1973Q),
ARCH 2020E,Economy and Trade in the Later Bronze Age Aegean and East Mediterranean,
ARCH 2407,"Lived Bodies, Dead Bodies: The Archaeology of Human Remains (ANTH 2560)",ANTH\xa02560
ARCH 2535,The Levant and Egypt: Cultural Contacts and Connections,
ARCH 2630,Global Romans and Indigenous Persistence,
ARCH 0297,Material Culture: Material Nature,
ARCH 0310,Interactions with the Dead: Past and Present,
ARCH 0312,History of Medicine I: Medical Traditions in the Old World Before 1700 (HIST 0286A),HIST\xa00286
ARCH 0404,Cathedrals and Castles (HIAA 0420),HIAA\xa00420
ARCH 0678,Underwater in the Mediterranean: An Introduction to Maritime Archaeology,
ARCH 1120,Under Pompeii’s Ashes: Contesting Roman Identities,
ARCH 1175,Archaeology Matters! Past Perspectives on Modern Problems,
ARCH 1481,"The Silk Roads, Past and Present (HIST 1974A)",HIST\xa01974
ARCH 1549,Art and Crime: The History and Hazards of Collecting the Classical (HIAA 1306),HIAA\xa01306
ARCH 1606,Imagining the Gods: Myths and Myth-making in Ancient Mesopotamia (ASYR 1100),ASYR\xa01100
ARCH 1630,Fighting Pharaohs: Ancient Egyptian Warfare,
ARCH 1720,How Houses Build People,
ARCH 1768,The Culture of Death in Ancient Rome (CLAS 1420),CLAS\xa01420
ARCH 1883,Global Environmental Remote Sensing (GEOL 1330),
ARCH 2102,Postcolonial Matters: Material Culture between Colonialism and Globalization,
ARCH 2115,"Ancient Mediterranean Scripts: Origins, Contact, Obsolescence",
ARCH 2141,Biomolecular Approaches in Archaeology,
ARCH 2408,Body Arts: The Human Frame as Cultural Expression (ANTH 2011),
ARCH 2725,The Making of Egypt,
ARCH 1795,Living and Material Landscapes of the African Diaspora (HIAA 1191),
ARCH 0221,Fake: A History of the Inauthentic (HMAN 0900B),
ARCH 0415,"Of Chiefs, Princesses and Warriors: Exploring Different Iron Ages",
ARCH 1150,Cities and Urban Space in the Ancient World,
ARCH 1600,Archaeologies of the Near East,
ARCH 1603,Color and Culture in the Ancient Near East (ASYR 1160),ASYR\xa01160
ARCH 2010B,Approaches to Archaeological Survey in the Old World,
ARCH 2178,Architectural Reuse: The Appropriation of the Past (HIAA 2440D),HIAA\xa02440
ARCH 2180,Memory and Materiality,
ARCH 2620,All Italia: City and Country in Ancient Italy,
ARCH 0666,Cult Archaeology: Fantastic Frauds and Meaningful Myths of the Past,
ARCH 0750,Women in the Ancient Mediterranean World,
ARCH 0771,"Foragers, Farmers, Feasts, and Famines: An Anthropology of Food (ANTH 0680)",ANTH\xa00680
ARCH 1052,Global Historical Archaeology (ANTH 1620),ANTH\xa01620
ARCH 1176,Old News: Antiquity and Current Events (HMAN 1972H),
ARCH 1177,"Occupy Archaeology! Interrogating Inequality, Past and Present",
ARCH 1220,Byzantine Archaeology and Art: Material Stories of a Christian Empire,
ARCH 1541,"ISIS, NAGPRA, and the Academy: Archaeology and Global Issues in Cultural Heritage (ANTH 1580)",ANTH\xa01580
ARCH 1546,The Monuments Men: Embedded Scholars and the Military-Archaeology Complex,
ARCH 1609,Ancient Babylonian Magic and Medicine (ASYR1500),ASYR\xa01500
ARCH 1624,Ancient Egyptian Art II (EGYT 1510),EGYT\xa01510
ARCH 1705,The Palaces of Ancient Rome (HIAA 1301),HIAA\xa01301
ARCH 1791,"Slavery, Materiality, and Memorialization (AFRI 1050X)",AFRI\xa01050
ARCH 1805,The Archaeology of Us: A Material Approach to the Contemporary World,
ARCH 2310,Cities in the Sand: The Archaeology of Urbanism in Mesopotamia,
ARCH 2475,The World in Stone: Rock-cut Monuments in the Ancient Mediterranean and Near East,
ARCH 2852,Skills Training in Material Culture Studies II,
ARCH 0030,Art in Antiquity: An Introduction,
ARCH 0160,"Buried History, Hidden Wonders: Discovering East Asian Archaeology",
ARCH 0201L,Who Owns the Classical Past? (CLAS 0210L),CLAS\xa00210
ARCH 0302,Object Histories: The Material Culture of Early America (HIST 0550A),HIST\xa00550
ARCH 1787,Alcohol in the Ancient World,
ARCH 2153,Archaeological Ethnography: A Multi-Temporal Contact Zone,
ARCH 2601,Approaching Women and Gender in Roman Culture,
ARCH 2851,Skills Training in Material Culture Studies I,
ASYR 0500,Mathematics in the Ancient World,
ASYR 2430,Akkadian Historical Texts,
ASYR 2950,Scribal and Scholarly Practices in Babylonia and Assyria,
ASYR 2990,Thesis Preparation,
ASYR 1700,"Astronomy, Divination and Politics in the Ancient World",
ASYR 2120,Historiography of Exact Sciences,
ASYR 2800,Archaeologies of Text,
ASYR 0310,Thunder-gods and Dragon-slayers: Mythology + Cultural Contact - Ancient Mediterranean and Near East,
ASYR 1400,Introduction to Sumerian,
ASYR 2710,Babylonian Astronomy,
ASYR 2720,Greek Astronomy,
ASYR 2400,Akkadian Literary and Religious Texts,
ASYR 1010,Intermediate Akkadian,ASYR\xa01000
ASYR 1725,Scientific Thought in Ancient Iraq,
ASYR 2420,Akkadian Divinatory Texts,
ASYR 2700,Special Topics in Ancient Sciences,
ASYR 0800,The Cradle of Civilization? An Introduction to the Ancient Near East,
