code,subject,terms,name,prereqs,postreqs,info
DATA 1200,DATA,"['201910', '201810']",Reality Remix - Experimental VR,,[],"['This course pursues collaborative experimentation with virtual and augmented reality (AR and VR). The class will work as a team to pursue research (survey of VR/AR experiences, scientific and critical literature review), reconnaissance (identifying VR/AR resources on campus, in Providence and the region), design (VR/AR prototyping). Research findings are documented in a class wiki. The course makes use of Brown Arts Initiative facilities in the Granoff Center where an existing VR laboratory will be expanded through the course of the semester based on student needs. Class culminates in the release the class wiki as a resource for the Brown community.']"
DATA 2110,DATA,['201910'],Topics in Econometrics,,[],"['This course will begin with a survey of the literature on identification using instrumental variables, including identification bounds, conditional moment restrictions, and control function approaches. The next part of class will cover some of the theoretical foundations of machine learning, including regularization and data-driven choice of tuning parameters. We will discuss in some detail the canonical normal means model, Gaussian process priors, (empirical) Bayes estimation, and reproducing kernel Hilbert space norms. We will finally cover some selected additional topics in machine learning, including (deep) neural nets, text as data (topics models), multi-armed bandits, and data visualization.']"
DEVL 1000,DEVL,"['201920', '201820', '201720', '201620']",Sophomore Seminar in Development Studies,,[],[]
DEVL 1500,DEVL,"['201920', '201820', '201720', '201620']",Methods in Development Research,,[],[]
DEVL 1874,DEVL,['201920'],Development's Visual Imaginaries: Still and Moving Images That Shaped the Field,,[],[]
DEVL 2990,DEVL,"['201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Thesis Preparation,,[],[]
DEVL 1560,DEVL,"['201910', '201810']",Economic Development in Latin America,,[],[]
DEVL 1801A,DEVL,"['201910', '201810']",Infrastructure!,,[],[]
DEVL 1980,DEVL,"['201910', '201810', '201710', '201610']",Thesis Writing in Development Studies,,[],[]
DEVL 2000,DEVL,"['201910', '201810', '201720', '201610']",Theory and Research in Development I,,[],[]
DEVL 1803R,DEVL,"['201820', '201720', '201620']",Caribbean and Pacific Small States: On the Margins of Development,,[],[]
DEVL 1810,DEVL,['201820'],Information Technology and Governance,,[],[]
DEVL 0500,DEVL,"['201720', '201620']",Development and the International Economy (ECON 0510),,[],[]
DEVL 1120,DEVL,['201620'],Economic Development (ECON 1510),,[],[]
DEVL 1802S,DEVL,['201620'],Human Security and Humanitarian Response:  Increasing Effectiveness and Accountability,,[],[]
DEVL 1803S,DEVL,['201620'],The Politics of Health and Disease (POLS 1295),,[],[]
DEVL 1700,DEVL,['201610'],"Beyond Sun, Sea and Sand: Exploring the Contemporary Caribbean",,[],[]
DEVL 1802R,DEVL,['201610'],The History and Politics of Development in the Middle East,,[],[]
EMOW 0522G,EMOW,"['202120', '201910']",An Empire and Republic: The Dutch Golden Age (HIST 0522G),HIST\xa00522,[],['Interested students must register for HIST\xa00522G.']
EMOW 1262,EMOW,['202120'],"Women, Gender, Feminism in Early Modern Italy (ITAL 1262)",,[],[]
EMOW 1266D,EMOW,['202120'],"British History, 1660-1800 (HIST 1266D)",HIST\xa01266,[],['Interested students must register for HIST\xa01266D.']
EMOW 1410I,EMOW,"['202120', '201920']",Sorcellerie et Renaissance: le sort de la sorcière (FREN 1410I),FREN\xa01410,[],['Interested students must register for FREN\xa01410I.']
EMOW 1411,EMOW,['202120'],Illustrating Indigenous Knowledge (HIAA 1411),,[],[]
EMOW 1825F,EMOW,"['202120', '202020', '201910']","Nature, Knowledge, and Power in Renaissance Europe (HIST 1825F)",HIST\xa01825,[],['Interested students must register for HIST\xa01825F.']
EMOW 2970E,EMOW,['202120'],Early Modern Continental Europe - Reading (HIST 2970E),HIST\xa02970,[],['Interested students must register for HIST\xa02970E.']
EMOW 0062,EMOW,"['202110', '201920']",Dutch and Flemish Art:  Visual Culture of the Netherlands in the Seventeenth Century (HIAA 0062),HIAA\xa00062,[],['Interested students must register for HIAA\xa00062.']
EMOW 0081,EMOW,['202110'],Architecture of the House Through Space and Time (HIAA 0081),HIAA\xa00081,[],['Interested students must register for HIAA\xa00081.']
EMOW 0211,EMOW,['202110'],Art of Empire: The Early Modern Hispanic World (HIAA 0211),HIAA\xa00211,[],['Interested students must register for HIAA\xa00211.']
EMOW 0910,EMOW,"['202110', '202020', '202010', '201910']",On the Dawn of Modernity (POBS 0910),POBS\xa00910,[],['Interested students must register for POBS\xa00910.']
